source,song_name,artist,Classification,Mood,Video Theme,Instrument,Genre,BPM,LMM Description,Others,Useless
envato,A Dark War Horn,Antracto,Serious,"atmosphere, beautiful, calm, dark, deep, emotional, epic, mystery, sacred, sad","desert, documentary, film, game, intro, logo, movie, trailer, war","bagpipe, horn, woodwind, zhaleika","cinematic, fantasy, meditation",,"A powerful and epic track with a dark and moody atmosphere. Featuring a powerful and emotional trumpet melody over a huge orchestral arrangement. Perfect for trailers, games, and films.",melodic,"background, ident"
envato,Soft Piano Intro Logo,Tonydrumer,Calm,"beautiful, calm, elegant, gentle, inspirational, light, positive, smooth, soft, stylish","beauty, branding, commercial, intro, logo, opener, presentation, reveal, short","piano, sting, stinger","ambient, corporate",,"A beautiful and emotional piano intro. This is a short, emotional piano intro, with a sense of longing and nostalgia. This would be perfect for a short, emotional intro to a podcast, a video game, or any project that needs a short, emotional piano intro.",modern,"background, clean, company, ident, info"
envato,Wrongs,_Blacksmith_,Sad,"beautiful, depressive, despair, farewell, feeling, hope, love, melancholy, mellow, memories, pain, romantic, sad, sadness, sentimental","advertisment, commercial, death, film, game, movie, promo",piano,classic,,"A beautiful and sentimental solo piano piece that has a nostalgic and nostalgic feel. This music is very soft and warm, with a romantic and intimate mood.",soundtrack,background
envato,Welcome Dream Orchestral Logo Intro,PaBlikMM01,Dreamy,"epic, atmospheric, atmosphere, evolving, quiet","trailer, intro, podcast, film, documentary, adventure, slow motion, aerial","guitar, pads, synth, drone","ambient, alternative, cinematic",100.0,"This is a beautiful and inspiring cinematic track featuring piano, strings, epic drums, and other orchestral instruments. The mood is hopeful, emotional, and uplifting. This track is perfect for use in film, TV, trailers, commercials, and other projects that require a heartfelt and inspiring soundtrack.",melody,"processed, background, underscore"
envato,Intense Trailer Ident,MrOrangeAudio,Agitated,"aggressive, dramatic, energetic, epic, futuristic, heroic, huge, intense, triumphant","action, battle, blockbuster, cinematic trailer, credits, film, hybrid trailer, logo, montage, movie, teaser, trailer","drums, huge drums, taiko","cinematic, hybrid",,"A dramatic, suspenseful, and intense hybrid trailer track featuring powerful drums, strings, and synths. The track builds up to a climactic moment with heavy hits and powerful bass. This track is perfect for action, adventure, and suspenseful scenes in movies, video games, and trailers.",,"identity, music, score"
envato,Personal Hero Intro Trailer Opener,PaBlikMM,Agitated,"catchy, driven, dynamic, energetic, extreme, loud, powerful, punchy, upbeat, uplifting","advertise, advertising, brand, commerce, commercial, drive, extreme sport, intro, opener, trailer, winter","bass, drums, electric, guitar","indie, indie rock, rock",90.0,"This is a powerful, energetic and agressive rock track featuring distorted electric guitars, bass guitar, drums and stomps.",,
envato,For An Opener,florews,Agitated,"energetic, epic, heroic, inspiration, inspirational, inspiring, intense, motivation, motivational, powerful, rhythmic, victory","action, commercial, intro, logo, opener, promo, promotional, story, teaser, trailer, tv spot","drums, orchestra, strings","cinematic, epica, orchestral",,"A powerful, epic, cinematic trailer track with strings, brass, percussion, and sound design elements. The music builds up to a climactic ending with a big orchestral sound. This track is perfect for film, trailers, video games, and other projects that require epic, cinematic music.",soundtrack,
envato,Cinematic Epic Trailer Intro,PaBlikMM01,Agitated,"elegant, epic, energetic, driven, boom, rising, epical","logo, opener, trailer, intro, animation, commercial, advertising, technology, tech, film, vlog, charging","synth, riser","electronic, cinematic",120.0,"This track features a big cinematic orchestra, epic drums, and suspenseful strings. The mood is suspenseful, dramatic, and intense. This track is perfect for movie trailers, video games, and other media projects that require a suspenseful and epic soundtrack.","new, soundtrack","hit point, drop"
envato,Saxophone Made of Diamonds,Echobrainz,Humorous,"funny, joyful, upbeat",comedy,"piano, saxophone, tuba",,157.0,"A retro and funky track featuring a saxophone, trumpet, piano, bass, and drums. It has a cheerful and lively mood, making it suitable for use in advertisements, commercials, or videos that need a cheerful and upbeat soundtrack. The instruments used in the track give it a vintage and nostalgic feel, making it perfect for use in movies or TV shows set in the past. It can also be used in background music for restaurants, cafes, or bars to create a fun and lively atmosphere.",,
envato,Kids Game,WormwoodMusic,Humorous,"fun, happy, joy, joyful, merry","arcade, babies, baby, baby game, candy crush, child, comedy, game, gameplay, kid, kids, kids game, puzzle, toddler, toddlers, videogame","Fagot, marimba, oboe",children,138.0,"A funny and silly jingle with a playful mood. The main instruments are the marimba, clarinet, bassoon, and glockenspiel. The genre is children's music. This jingle would be perfect for a cartoon, video game, or TV show that needs a silly and funny theme song.","babies music, baby music","abc, background"
envato,Happy Ukulele Whistle Pop,StockPlanet,Happy,"bouncy, bright, cheerful, fun, fun music, happy, happy music, inspirational, joyful, optimistic, positive, upbeat, uplifting","advertising, commercial, instagram, kids, summer, trailer, travel","glock, guitar, ukulele","folk, kids music, pop",78.0,"Acoustic background music with ukulele, whistle, claps, bass guitar, drums, and percussion. The uplifting and positive mood will evoke feelings of happiness and joy. It is perfect for use in advertising, commercials, corporate videos, business projects, presentations, and more.",,"background, song, titles, typography"
envato,Happy Clap,gballx,Happy,"emotional, energy, fun, impact, motivational, quirky, upbeat","advertising, film, intro, promo, teaser, trailer","percussion, stomping, ukelele","gospel, industrial",120.0,"This is a fun and happy song featuring ukulele, claps, whistle, mandolin, bass, and drums. It has a cheerful and upbeat vibe that is perfect for any positive and uplifting project. It is ideal for use in commercials, advertisements, TV shows, and films. It can also be used in children's shows, games, and other media projects that require a happy and playful atmosphere.",,"ident, score"
envato,Cartoon Capers,gballx,Humorous,"bright, crazy, fun, funny, humorous, humour, laugh, laughing, laughter, light, playful, quirky, upbeat","animation, cartoon, comedy, comic, intro",,,140.0,"A wild, cartoonish, retro-style theme featuring a brass band, piano, and glockenspiel. It's perfect for children's cartoons, comedy, or anything with a playful, whimsical vibe.",,
envato,Fashion House Loop,Sawtooz,Vigorous,"cute, deep, expensive, groove, positive, sexy, strong, trendy","cat walk, city event, fashion, fashion music, fashion tv, lights, luxe tv, luxury, photo shoot, show, showroom",,"contemporary, dance, edm, electro, electronic, house",128.0,"A powerful and energetic house track with a catchy melody, a powerful beat and a groovy bassline. Great for fashion shows, events, nightclubs, festivals, commercials, advertisements, TV, YouTube, vlogs and more.",looped,"butique, podium, underwear"
envato,Audio Logo 029,brandtz,Calm,"positive, motivational, happy","opening, intro, audio logo, audio branding, audio signature, audio identity",,,,"A beautiful, calm, emotional, nostalgic, soft, light, emotional, inspirational, positive, hopeful, and uplifting piano piece.",,"statement, theme"
envato,Minimal Technology Trailer,AirFamily,Serious,"creative, emotion, hyper, soft","artificial intelligence, broadcast, commercial, cyber, graphics, hacker, informatics, podcast, show, space, teaser, technology, trailer, universe","orchestra, piano",hybrid,140.0,"A dark and atmospheric electronic track with a glitchy and groovy beat, deep bass, atmospheric synths, and glitchy textures. Perfect for commercials, advertising, technology, and more.","air, galaxy","chip, it, platform, spoiler, videohive"
envato,Upbeat Whimsical Orchestra,pinkzebra,Humorous,"big, bombastic, crazy, energy, fun, goofy, lively, magical, playful, quirky, silly, uptempo, whimsical, zany",cartoon,orchestra,children,175.0,"A playful and energetic orchestral piece featuring strings, woodwinds, and brass. The fast-paced rhythm and lively melodies create a joyful and upbeat atmosphere, making it perfect for use in children's movies, cartoons, or any project that needs a playful and energetic soundtrack.",,pinkzebra
envato,Background Funk,Tonydrumer,Vigorous,"cool, fun, funky, groove, groovy, joyful, positive, upbeat","advertising, commercial, cooking, fashion, food, tv, vlog","bass guitar, beat, drums, guitar","background funk, funk, retro, soul, vintage",110.0,"A groovy and upbeat funk track featuring electric guitars, bass, drums, and horns. Perfect for advertising, commercials, and upbeat TV shows.",,"background, background music, radio, youtube"
envato,Heavy Metal Loop,teslasounds,Vigorous,"extreme, power, punch, strong","action, drive, fight, race","guitars, riff",metal,148.0,"This is a powerful and intense metal track with distorted electric guitars, driving bass, and pounding drums. The mood is aggressive and intense, with a strong sense of determination and power. The main instruments are electric guitars, bass, and drums. The genre/style is metal, with a fast and intense pace. This track would be suitable for use in action movies, video games, or any content that needs a heavy and intense musical score.","loop, metallica, speed",
envato,Peaceful Corporate Ambient Loop,KOSATKA,Calm,"atmospheric, beautiful, calm, cheerful, deep, dreamy, emotional, encouraging, happy, hopeful, inspiration, inspiring, light, motivating, peaceful, positive, sentimental, soft","discovery, documentary, film, opening, timelapse",piano,"ambient, cinematic, corporate, meditation",73.0,"A soft, warm, and relaxing ambient electronic track with soft piano, electric piano, and synth pads. The track has a dreamy and calming feel, making it suitable for meditation, relaxation, and background music.",loop,background
envato,Electrix 2,Sawtooz,Vigorous,"aggressive, bright, crazy, dynamic, energetic, extreme, fun, futuristic, heavy, mad, powerful, rhythmic, youthfully","action, high tech, party, race, sport, workout",,"complextro, dance, electro, electronic",130.0,"A powerful electro house loop with a strong bassline, fat leads and punchy drums. Great for energetic and dynamic content such as commercials, sport, extreme sports, vlogs and more.","jingle, loop, mainstream","current, saw"
envato,Health,fatbunny,Dreamy,"bright, future, innovation, motivational, success","advertise, advertising, business, commercial, digital technology, health, hi tech, marketing, medic, medical, medical background, presentation, science, science background, scientific, tech, tech background, technology",,"ambient, corporate, orchestral",130.0,"A calm, uplifting, and inspiring background track with piano, guitar harmonics, bass, and drums. Perfect for corporate videos, business presentations, advertising, commercials, TV ads, YouTube videos, vlogs, and more.",modern,"background, pharmacy"
envato,Italian Dance,soundroll,Humorous,"fun, funny, jolly, joyful, simple, cheerful, celebratory, festive, booming, positive, good, merry, hilarious, cheery, playful, bright, sunny, larky, glad, jaunty, lively, catchy","european, dancing, animated, party, game",,"traditional, country, dance",155.0,"A fun, quirky, and upbeat Italian folk song featuring mandolin, accordion, and acoustic guitar. Perfect for advertising, commercials, cooking shows, and more.",,
envato,The Indie Folk Acoustic Guitar Loop,plaincask,Calm,"bouncy, bright, catchy, energetic, freedom, happy, inspiring, joyful, lighthearted, motivational, optimistic, positive, upbeat, uplifting","advertising, bed, commercial, presentation","acoustic guitar, guitar, guitar loop, singing","corporate, folk, folksy, indie, indie loop",170.0,"A happy, upbeat and uplifting acoustic guitar track with a positive and optimistic mood. Featuring acoustic guitar, piano, strings and percussion.",loop,
envato,Energy Dance Loop,Difourks,Vigorous,"love, motivational, powerful","beauty, blog, club, dancing, fashion, fitness, graphic, motion, night, opener, party, presentation, sport, summer, summer party","lead, synth","dance, edm, electro, electronic, house, progressive",128.0,"A powerful and energetic electro track with dubstep elements. The song features punchy beats, deep bass, wobble synths, and vocal chops. The track is perfect for use in commercials, action scenes, sports videos, and more.",modern,"music, youtube"
envato,Bossa Nova Lounge Jazz,Tonydrumer,Happy,"calm, cheesy, chill, gentle, relaxing, romantic, smooth, soft, waiting","advertising, cocktail, commercial, hotel",flute,"bossa, bossa nova, jazz, jazzy, latin, latin jazz, lounge",78.0,"This is a groovy and playful salsa track featuring catchy horns melodies, bouncy drums, and a fun and upbeat vibe. It is perfect for any project that needs a festive and energetic Latin sound.","brazil, brazilian",background
envato,Modern Club Party,Difourks,Vigorous,"dirty, energetic, energy, extreme, positive","blogging, club, dancing, game, internet, party, sport, teen, vlog",bass,"dance, electro, electronic, house, pop",128.0,"A powerful and upbeat techno track with a groovy bassline, pumping drums, and catchy melodies. Perfect for club, party, or workout scenes.","loop, looped, modern","background, music, screen, site, track, youtube"
envato,Hard Rock Intro,grach,Agitated,"adrenaline, crazy, dynamic, energetic, extreme, fast, freedom, heavy, revolt","action, business, cars, drive, game, intro, logo, opening, race, racing, running, sports, trailer","distortion, electric, guitar","hardcore, metal",100.0,"A hard rock instrumental featuring electric guitars, bass, and drums. The song has a strong and confident mood. It could be used in the soundtrack of a video game or movie, as well as in commercials and advertisements.","overdrive, speed",load
envato,Comedy Music,GroovingGecko,Humorous,"comical, excitement, exciting, fast, fun, funny, happy, humor, intense, playful, positive, quick, uplifting","ad, animated, animation, bar, cartoon, chase, comedy, cowboy, saloon, silent film, slapstick, wild west",country piano,"country, jazz, ragtime, western",138.0,"A fast-paced ragtime piano solo, ideal for comedies, cartoons, and vintage media.",,
envato,Little Ragtime,DariusMusicProduction,Happy,"drunk, fun, funny, happy, hilarious, old fashioned","comedy, cowboy, joke, saloon, silent movie, cartoon",piano,"dixieland, foxtrot, honky tonk, jazz, ragtime, retro, vintage",92.0,"A vintage, retro, 1920's style ragtime piano tune, with a catchy melody and playful, humorous, silly vibe. Great for old-time comedies, silent movies, funny commercials, cartoons, children's shows, and more.","1920s, 1930s, 1940s, 1950s, benny hill, charlie chaplin, loop","radio, toy, vinyl"
envato,Wild West Slow Dobro Guitar,ilovemedia-es,Sad,"dark, depressed, dramatic, loneliness, melancholy, sad, slow, tense, tension","advertisement, commercial, cowboy, desert, duel, wild west","dobro, guitar, resonator, slide, solo","blues, southern, western",105.0,This short musical cue features a Spanish guitar playing a melody that is full of mystery and longing. It is perfect for use in a scene where a character is reflecting on their past or lost love.,,steel
envato,Black Magic Drama Tension,FlossieWood,Serious,"dark, magic, magical, mysterious, mystery, secret, sneaky, sombre, suspense, suspenseful, tension, uncertainty","black magic, film, spy, spying, thriller","bells, piano, triangle",drama,,"A piano and orchestra play a suspenseful, action packed theme. The music builds and then comes to a dramatic climax. This music is perfect for a scene in a movie or video game where the hero is in a high stakes situation and must make a decision.",,"30 seconds, underscore"
envato,Short Old England,R-Production,Dreamy,,"detective, england","cello, harpsichord, viola, violin","celtic, classical, scottish",90.0,"A traditional and elegant orchestral waltz with a strong and steady beat, featuring strings, piano, and brass instruments. Suitable for use in scenes that require a classic and sophisticated atmosphere, such as weddings, balls, or formal events.","british, irish, old, olde","english, sherwood"
envato,Into the Edge,Pandocrator,Serious,"atmosphere, atmospheric, dark, dramatic, epic, intense, melancholic, mystery, pain, powerful, sorrow","action, cinema, film, hollywood, intro, movie, outro, short, trailer",drums,"ambient, cinematic, drama",150.0,"A powerful, dark and edgy trailer track with a sense of tension and drama. Featuring a variety of synths, strings, percussion and sound design elements. Perfect for trailers, action scenes, horror movies, games and more.","modern, soundtrack","background, end"
envato,Disco Guitar Groove,Frontmusic,Happy,"funky, funky groove, groove, light, stylish, trendy","catwalk, fashion, fashion girl, fashion tv, lux tv, luxury, media, model, mtv","bass, guitar, rhodes","disco, house, jazz, nu disco, nu funky, pop, soul",120.0,"A groovy, funky, and upbeat disco track with a groovy bassline, funky guitars, and a groovy beat. The track is perfect for vlogs, fashion shows, or any project that needs a groovy and upbeat soundtrack.",loop,"background, podium, video"
envato,Energetic Rock Intro,MDFactory,Happy,"carefree, cheerful, cute, feelgood, energetic, fun, funny, happiness, happy, jolly, joy, optimistic, playful, positive, upbeat, uplifting","advertising, commercial, cooking, cooking show, game, kids, intro, playtime",electric guitar,"children, corporate, holiday, rock, rock intro",110.0,"A groovy, upbeat and energetic pop rock track featuring catchy guitar riffs, uplifting bass, punchy drums and positive mood. Perfect for use in advertising, vlogs, commercials, corporate videos, YouTube videos, Instagram stories, TikTok videos, and more.",,
envato,Children,flutist,Happy,"bouncy, bright, carefree, catchy, cheerful, energetic, exciting, fun, happy, joyful, light, optimistic, playful, positive, upbeat, uplifting","advertising, animated, commercial, event, game, playground, promotional","bass, bells, brass, ukulele",acoustic,100.0,"Upbeat and positive music track featuring ukulele, piano, whistle, claps, drums and bass. The bouncy and uplifting mood, combined with the catchy melody, creates a fun and happy atmosphere. This track is perfect for commercials, advertising, corporate videos, business projects, presentations, vlogs, podcasts, and more.",,crisp
envato,Vibes Of Summer Ukulele Happy,PaBlikMM,Happy,"romance, inspiring, motivational, calm, peaceful, relaxing, tender, neat","gallery, photos, intro, opener, trailer, logo, film, movie, advertising, vlog, podcast",ukulele,"acoustic, reggae, cinematic",90.0,"This is a cheerful, upbeat, and positive royalty-free reggae track featuring ukulele, acoustic guitar, bass, drums, and percussion. It has a carefree, relaxed, and joyful mood that is great for advertising, commercials, summer videos, vacation vlogs, and more.",,"sumemr, bolg"
envato,Debussy Clair de Lune Slow Piano Intro,ilovemedia-es,Sad,"elegant, emotional, moonlight, slow","ad, ads, advertisement, advertising, commercial, promo, tv",piano,"classic, classical",,"A soft and gentle piano piece. The piano plays a simple melody with a subtle chordal background. The piece is relaxing and calming. It could be used as background music in a peaceful setting, such as a spa or yoga studio.","bergamesque, Clair de Lune, Debussy","30 second, 30 seconds, radio"
envato,Soft Ambient Dark Piano,ElevateAudio,Sad,"soft, ambience, ambiance, beautiful, sad, darkness, dramatic, emotional, farewell, moving, tense, soothing, suspense","cinema, interview, history, crime, movie, film, reel, information, investigation, montage, advertising","piano, solo, pianist",,200.0,"A beautiful, melancholic piano melody plays in the background. The music is warm and calm, and it evokes feelings of sadness and longing. The piano's gentle notes create a soothing and calming atmosphere. The music is perfect for use in films, documentaries, and television shows that require a subtle and emotional soundtrack.",,"time, template, background"
envato,Ethnic Quena Flute,Antracto,Serious,"atmosphere, beautiful, bright, calm, dark, emotional, mystery","documentary, east, eastern, film, game, intro, logo, movie, trailer","ethnic, flute, kena, quena","cinematic, fantasy, meditation",,"A dramatic and intense track featuring traditional Chinese flute, ethnic percussion, and atmospheric pads. The music is powerful, mystical, and emotional, evoking a sense of adventure, discovery, and wonder. It is perfect for use in cinematic trailers, video games, and documentaries that explore ancient cultures, nature, and spirituality.","inca, indians, japan, melodic","background, ident"
envato,Elegant Piano Valentines Podcast Intro,PaBlikMM01,Calm,"elegant, romantic, graceful, intimate, warm, soft, heartfelt, sentimental, loving, sweet, tender, sophisticated, smooth, charming, uplifting, emotional, nostalgic, gentle, beautiful, relaxing, calm, inspiring, dreamy, peaceful","valentines, podcast, intro",piano,,180.0,"Inspiring piano music with a motivational and hopeful mood. The beautiful and emotional piano melody creates a peaceful and hopeful atmosphere. The music is perfect for background music, commercials, advertising, slideshows, YouTube videos, vlogs, and more.",melodic,
envato,Debussy Clair de Lune Piano and Flute Intro,ilovemedia-es,Sad,"elegant, emotional, moonlight, slow","ad, ads, advertisement, advertising, commercial, promo, tv","flute, piano","classic, classical",,A sad and lonely piano piece. The main instruments are piano and clarinet. The genre is classical. This music is perfect for a recommendation or search system.,"bergamesque, Clair de Lune, Debussy","30 second, 30 seconds, radio"
envato,Acoustic Guitar Romantic Bright,VICTORMUSIC,Calm,"beautiful, bright, calm, comforting, earthy, gentle, hopeful, inspiring, memory, light, peaceful, positive, romantic, simple, sweet, uplifting, warm","advertising, commercial, documentary, family, film, morning, wedding","acoustic guitar, fingerstyle","folk, indie",100.0,A calm and positive acoustic guitar instrumental with a relaxed and hopeful mood.,,"background, video"
envato,For Positive Logo,liosound,Dreamy,"beautiful, bright, calm, cheerful, dreamy, elegant, emotional, encouraging, fulfilling, hope, inspiration, inspirational, inspiring, light, love, lovely, melancholy, mellow, motivational, nostalgic, peace, quiet, romantic, soft, uplifting","beauty, life, story",guitar,acoustic,,"This is a positive and upbeat acoustic track featuring acoustic guitars, piano, bells, claps, and percussion. It has a warm and uplifting mood and is perfect for use in commercials, advertising, and any project that needs a positive and inspiring soundtrack.",,
envato,Happy Logo Ident,liosound,Happy,"bright, catchy, cheerful, fun, happy, inspirational, joyful, lovely, motivational, optimistic, positive, success, upbeat, uplifting","advertising, commercial, kids, summer","bells, claps, glockenspiel, guitar, ukulele, whistle","acoustic, children, corporate, folk",,"A happy, upbeat, positive, and cheerful track featuring ukulele, whistling, claps, snaps, bass, drums, and more.",,background
envato,Energy Punk Rock Logo,Dagored,Agitated,"cool, dirty, energetic, energy, groovy, positive, power, powerful, stylish, upbeat, uplifting","action, cars, commercial, drive, driving, intro, podcast, sports",,"grunge, hard rock, indie, indie rock, metal, punk, punk rock, rock",,"This is a powerful and energetic rock track with catchy riffs, driving drums, and soaring guitars. It's perfect for use in action movies, sports videos, and extreme sports content. The track has a strong and intense vibe that will get your audience's adrenaline pumping.",,
envato,The Battle Begins,8thModeMusic,Agitated,"agressive, big, dark, energetic, rhythmic, upbeat","action, adventure, battle, fight, game, rpg, short, war","bass, cello, strings, viola, violin","fantasy, orchestral",134.0,"A driving and suspenseful orchestral track with a strong and ominous theme. The piece is perfect for action scenes, intense moments, and dark and brooding themes. The music is full of suspense and tension, with a driving rhythm and powerful melodies. The track is also suitable for film, TV, and video games.","loop, looping",sword
envato,Happy and Upbeat Intro Logo,Tonydrumer,Humorous,"bouncy, bright, catchy, cheerful, energetic, fun, funny, happy, playful, positive, smile, upbeat, uplifting","advertising, commercial, happy logo, intro, kids, promo, summer, travel","claps, flute","acoustic, children",,"An upbeat, happy, energetic, fun, catchy, and positive track featuring a catchy brass melody, funky bass, drums, claps, and percussion. This track is perfect for advertising, commercials, and corporate videos.","christmas, melody, youth","ident, youtube"
envato,Attack of the Elfmen,JBlanks,Humorous,"fun, funny, madcap, madness, quirky, silly, upbeat, wacky, zany","cartoon, comedy, slapstick",,,,"A playful and lively orchestral soundtrack featuring staccato strings, playful woodwinds, and energetic percussion. The fast-paced rhythm and catchy melodies create a playful and humorous atmosphere, making it ideal for use in children's or comedy productions.",parody,
envato,Corporate Loop Presentation,Positive_Sound,Calm,"atmospheric, calm, dream, flowing, freedom, hope, hopeful, innovate, inspirational, inspiring, light, motivational, progress, relax, successful, uplifting, warm","advertising, beauty, business, commercials, life, marketing, promotional, tech, technology",,corporate,114.0,"A positive, inspiring, and uplifting background track featuring piano, electric guitars, strings, bass, and drums. The uplifting and inspiring mood will evoke feelings of happiness and joy. It will certainly work well with corporate videos, business projects, presentations, commercials, advertising, TV ads, YouTube videos, vlogs, and more.","loop, loopable",web
envato,Dynamic Promo,PineAppleMusic,Agitated,"dynamic, energetic, energy, fast, powerful, rhythmic, strong, upbeat","fashion, intro, opener, sport, trailer, promo","clap, clapping, claps, drums, finger snaps, kick, percussion, slap, snap, stomp, stomping, stomps","cinematic, rock",147.0,"This is a percussive clap and stomp track with energetic beats, claps, snaps, shakers, risers, subs, impacts, shouts, and more. Perfect for sports, commercials, promos, vlogs, ads, dynamic scenes, or any high-energy project.",modern,pineapplemusic
envato,Sports Theme,StepanBel,Agitated,"energetic, energy, epic, fast, fresh, fun, motivational, powerful, rhythmic, upbeat","action, adventure, advertising, building, commercial, football, sport, sports theme, trailer","beat, clapping, claps, drums, percussion, stomps","cinematic, corporate, dance",140.0,"Exciting and energetic percussion track with stomps, claps, snaps, powerful drums and riser. Perfect for action, sports, dynamic commercials, promos, vlogs, films, trailers, video games, advertising and more.",modern,background
envato,Funky TV Show Food,Tonydrumer,Humorous,"energetic, fun, groove, happy, positive","casino, comedy, commercial, cooking, drive, food, kitchen, lifestyle, movie, party, show, travel, tv, vlog",,"funk, old school, retro, vintage",122.0,"A retro 60s funky soul groove featuring a brass section, guitars, bass, drums, and organ. This track is perfect for advertising, TV shows, and films that need a groovy and funky sound.",,"style, vinyl"
envato,Moody Piano Intro Logo,AmethistLab,Sad,"calm, hope, memories, moody, peaceful, sad, tranquil","intro, logo, winter",piano,,,"A calm, soothing, and atmospheric piano piece. The piano is accompanied by a beautiful, ethereal, and spacious soundscapes. The music is perfect for cinematic projects, documentaries, YouTube videos, and more.",,indent
envato,China Love Reveal Ident,simonleng,Dreamy,"celebration, cheerful, energetic, epic, feelgood, happy, inspire, inspiring, joyful, mellow, motivating, peace, peaceful, relaxed, relaxing, upbeat","dragon, festival, parade, party",,traditional,,"A calm and soothing piece of music with a mysterious and magical vibe. The track features piano, strings, and bells. The music is suitable for use in cinematic productions, video games, and other media projects that require a mysterious and magical atmosphere.","africa, asia, asian, china, chinese, japan, melodic",year
envato,Ambient Soundscape Background Loop,bdProductions,Calm,"gentle, inspirational, inspiring, peaceful, uplifting",,"pad, piano",ambient,76.0,"A calm and meditative track featuring piano, strings, and synthesizers. The piece is calm and soothing, perfect for relaxation, meditation, or as background music.","loop, music loop, soundscape","background, voiceover"
envato,School Loop,fatbunny,Calm,"bright, catchy, cheerful, energetic, exciting, feel good, fresh, fun, happy, inspirational, inspiring, motivational, optimistic, positive, success, upbeat, uplifting","advertising, commercial, driving, party, summer, travel",guitar,"corporate, dance, indie, pop",124.0,"This is a soft and warm corporate track with beautiful piano, gentle guitars, atmospheric pads, and warm bass. Perfect for corporate videos, presentations, promotions, advertising, vlogs, and more.",modern,background
envato,Inspirational Music Loop,plastic3,Dreamy,"bright, emotional, energetic, excited, happy, inspirational, inspiring, motivational, optimistic, positive, successful, uplifting","advertising, commercial, instagram, intro, logo, opener, opening, short, travel, tv",violins,"cinematic, corporate",70.0,"This is a powerful and energetic track featuring strings, electric guitars, bass, and drums. The mood is uplifting and inspiring, making it perfect for commercials, advertisements, movie trailers, and more. The strings and electric guitars create a sense of movement and energy, while the bass and drums provide a strong foundation. The track is also very dynamic, with changes in tempo and instrumentation that keep the listener engaged. Overall, this track is perfect for any project that needs a powerful and energetic background music.","loop, popular","background, tiktok, youtube"
envato,Blues Fingerpicking Guitar Loop,Remstunes,Calm,"bouncy, bright, catchy, cheerful, lonesome, positive, upbeat, uplifting","commercial, game","acoustic guitar, fingerpicking, guitar, picking, solo","blues, jazz, jazzy",126.0,"A solo acoustic guitar plays a jazzy, bluesy, and upbeat riff. Great for a short, fun, and uplifting intro.","acoustic background, acoustic sound, loop","walking, website"
envato,Chillout Loop,Sawtooz,Sad,"atmospheric, beautiful, calm, chill, deep, dreamy, emotional, inspiration, inspirational, inspiring, light, motivational, peaceful, positive, relax, relaxing, soft, uplifting","advertising, business, commercial, presentation",piano,"ambient, cinematic, corporate, electronic, minimal",140.0,"A smooth and relaxed track with a chilled out vibe. The piano and synths create a sense of tranquility and calmness. The beat is simple and steady, creating a sense of stability and security. This track would be suitable for use in corporate videos, commercials, and advertisements. It could also be used in meditation and relaxation videos.",modern,
envato,Sad Background Music Loop,plastic3,Sad,"sorrow, atmospheric, slow, deep, dramatic, dreamy, sad, emotional, enigma, epic, meditative, moody, mysterious, melancholic, relaxing, tragedy","film, game, logo, opening, short, tv",piano,cinematic,68.0,"This is a loopable piece of music with piano, strings, and a simple beat. It has a melancholic and nostalgic feel to it, and it would be great for use in a sad or nostalgic scene in a movie or TV show. It could also be used in a video game to create a sense of sadness or longing.","loop, melodic","background, coronavirus, ident, video"
envato,The Sadness Music,BrightNotesSounds,Sad,"calm, emotional, grief, hopeless, loss, melancholy, memories, romantic, sad, sentimental, yearning","advertising, autumn, cancer, health, landscape, life, slide-show, slideshow, story, time lapse","cello, orchestra, piano, strings","drama, orchestral",68.0,"An emotional and inspiring cinematic track with a beautiful melody, featuring piano, strings, and brass. The music is perfect for weddings, romantic videos, nature scenes, and emotional moments.",,"production, social, time"
envato,Fragile Piano Ident,scoringaudiogeeks,Calm,"airy, boom, bright, eternal, harmony, light, refreshing, smooth, soaring, spacious, stylish","ad, advert, business, intro, introduction, logo, reveal, sci-fi","arpeggio, electric, piano, synth",,,"A beautiful and emotional piano track with emotional strings, cinematic percussion and sound effects. Perfect for cinematic trailers, movie scenes, film scores, documentaries, slideshows, and much more.",sound,"clear, design, enterpreuner, reverb, spot, woosh"
envato,The Sadness Piano Music,Korolkov,Sad,"crying, dark, dramatic, emotional, hopeless, hypnotic, loss, nostalgia, patriotic, peaceful, philosophic, piano depression, sad, sensitive, touching, tragedy","commercial, documentary, film, game, military, war",,"ambient, chamber, cinematic, classical, drama, epic score",100.0,"The music is an ambient piano track with a nostalgic, emotional and reflective mood. The main instruments are piano and synthesizer. The genre is ambient, classical, contemporary classical and cinematic. The music is suitable for documentaries, commercials, movies, trailers, YouTube videos, TV ads, corporate videos, business projects, presentations, promotions, and more.",,background
envato,Breaking News Opener,SERGMARU,Agitated,"dramatic, epic, intense","breaking news, broadcast, business, camera, conflicts, internet, intro, news, opener, talk show, tv, vlog",,"corporate, orchestral, world",145.0,"An epic cinematic track featuring orchestral strings, brass, and powerful percussion. The music builds up to a climactic ending with a powerful horn melody. Perfect for film, trailers, video games, and other media projects.",sound design,"background, bbc, cnn, economics, politics, reporter, studio, times, USA Today, youtube"
